"REF_DATE","GEO","DGUID","Labour force characteristics","Educational degree","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-01","Canada","2016A000011124","Employment rate","Above bachelor's degree","Females","15 years and over","Percentage","242","units","0","v54912813","1.10.10.3.1","73.5","","","","1"
"2020-02","Canada","2016A000011124","Employment rate","Above bachelor's degree","Females","15 years and over","Percentage","242","units","0","v54912813","1.10.10.3.1","74.0","","","","1"
"2020-03","Canada","2016A000011124","Employment rate","Above bachelor's degree","Females","15 years and over","Percentage","242","units","0","v54912813","1.10.10.3.1","72.3","","","","1"
"2020-04","Canada","2016A000011124","Employment rate","Above bachelor's degree","Females","15 years and over","Percentage","242","units","0","v54912813","1.10.10.3.1","69.3","","","","1"
"2020-05","Canada","2016A000011124","Employment rate","Above bachelor's degree","Females","15 years and over","Percentage","242","units","0","v54912813","1.10.10.3.1","70.3","","","","1"
"2020-06","Canada","2016A000011124","Employment rate","Above bachelor's degree","Females","15 years and over","Percentage","242","units","0","v54912813","1.10.10.3.1","70.9","","","","1"
"2020-07","Canada","2016A000011124","Employment rate","Above bachelor's degree","Females","15 years and over","Percentage","242","units","0","v54912813","1.10.10.3.1","69.8","","","","1"
"2020-08","Canada","2016A000011124","Employment rate","Above bachelor's degree","Females","15 years and over","Percentage","242","units","0","v54912813","1.10.10.3.1","69.5","","","","1"
"2020-09","Canada","2016A000011124","Employment rate","Above bachelor's degree","Females","15 years and over","Percentage","242","units","0","v54912813","1.10.10.3.1","72.5","","","","1"
"2020-10","Canada","2016A000011124","Employment rate","Above bachelor's degree","Females","15 years and over","Percentage","242","units","0","v54912813","1.10.10.3.1","73.3","","","","1"
"2020-11","Canada","2016A000011124","Employment rate","Above bachelor's degree","Females","15 years and over","Percentage","242","units","0","v54912813","1.10.10.3.1","74.5","","","","1"
"2020-12","Canada","2016A000011124","Employment rate","Above bachelor's degree","Females","15 years and over","Percentage","242","units","0","v54912813","1.10.10.3.1","74.6","","","","1"
"2021-01","Canada","2016A000011124","Employment rate","Above bachelor's degree","Females","15 years and over","Percentage","242","units","0","v54912813","1.10.10.3.1","74.5","","","","1"
"2021-02","Canada","2016A000011124","Employment rate","Above bachelor's degree","Females","15 years and over","Percentage","242","units","0","v54912813","1.10.10.3.1","75.1","","","","1"
"2021-03","Canada","2016A000011124","Employment rate","Above bachelor's degree","Females","15 years and over","Percentage","242","units","0","v54912813","1.10.10.3.1","76.6","","","","1"
"2021-04","Canada","2016A000011124","Employment rate","Above bachelor's degree","Females","15 years and over","Percentage","242","units","0","v54912813","1.10.10.3.1","76.3","","","","1"
"2021-05","Canada","2016A000011124","Employment rate","Above bachelor's degree","Females","15 years and over","Percentage","242","units","0","v54912813","1.10.10.3.1","75.9","","","","1"
"2021-06","Canada","2016A000011124","Employment rate","Above bachelor's degree","Females","15 years and over","Percentage","242","units","0","v54912813","1.10.10.3.1","75.5","","","","1"
"2021-07","Canada","2016A000011124","Employment rate","Above bachelor's degree","Females","15 years and over","Percentage","242","units","0","v54912813","1.10.10.3.1","74.1","","","","1"
"2021-08","Canada","2016A000011124","Employment rate","Above bachelor's degree","Females","15 years and over","Percentage","242","units","0","v54912813","1.10.10.3.1","73.0","","","","1"
"2021-09","Canada","2016A000011124","Employment rate","Above bachelor's degree","Females","15 years and over","Percentage","242","units","0","v54912813","1.10.10.3.1","75.1","","","","1"
"2021-10","Canada","2016A000011124","Employment rate","Above bachelor's degree","Females","15 years and over","Percentage","242","units","0","v54912813","1.10.10.3.1","76.5","","","","1"
"2021-11","Canada","2016A000011124","Employment rate","Above bachelor's degree","Females","15 years and over","Percentage","242","units","0","v54912813","1.10.10.3.1","77.2","","","","1"
"2021-12","Canada","2016A000011124","Employment rate","Above bachelor's degree","Females","15 years and over","Percentage","242","units","0","v54912813","1.10.10.3.1","76.4","","","","1"


